Age,Gender,Education Level,Marital Status,Income,Credit Score,Loan Amount,Loan Purpose,Employment Status,Years at Current Job,Payment History,Debt-to-Income Ratio,Assets Value,Number of Dependents,City C,City,State,Country,Previous Defaults,Marital Status Change,Risk Rating
45,F,Master's,Single,108704,717,16206,Home,Self-employed,8,Poor,0.596369653,188878,4,thomasborough,Thomasborough,NY,Austria,2,2,Low
55,Non-binary,Master's,Divorced,76492,764,19306,Auto,Employed,8,Good,0.502605907,283364,1,west joshuaview,West Joshuaview,DC,Nauru,0,2,High
45,M,High School,Single,68070,692,49614,Home,Employed,8,Excellent,0.100513567,127659,3,everettmouth,Everettmouth,MS,Montenegro,0,2,Low
28,M,PhD,Married,,660,5855,Personal,Employed,12,Poor,0.189457644,193341,2,south kristen,South Kristen,AL,Croatia,1,2,Low
36,M,Bachelor's,Single,81926,712,47852,Business,Unemployed,2,Good,0.512589015,195729,,wongstad,Wongstad,PW,Slovenia,0,0,Low
18,Non-binary,Master's,Single,31025,605,29449,Personal,Self-employed,19,Excellent,0.1908189,191244,0,joshuaburgh,Joshuaburgh,FM,Gabon,2,0,Low
58,Non-binary,PhD,Single,,715,34329,Personal,Employed,16,Poor,0.573231446,107500,2,port david,Port David,FL,Sweden,1,1,Low
42,M,PhD,Widowed,94796,792,30733,Home,Employed,8,Fair,0.401241775,112462,0,lake kimberlymouth,Lake Kimberlymouth,PA,Azerbaijan,3,0,Low
20,F,High School,Single,,641,8544,Business,Unemployed,1,Poor,0.371726607,192737,1,lake christopher,Lake Christopher,LA,Mozambique,3,2,Low
45,Non-binary,Master's,Widowed,110447,661,14960,Business,Employed,15,Good,0.228580598,213369,3,north toddhaven,North Toddhaven,AL,Denmark,3,2,High
52,F,Master's,Single,58827,764,29551,Personal,Unemployed,17,Good,0.177058491,166607,1,romanfort,Romanfort,MS,Botswana,1,0,Low
43,M,Master's,Married,,712,24336,Personal,Employed,13,Good,0.380055019,21221,4,port joseph,Port Joseph,DC,Puerto Rico,3,1,Low
56,F,Bachelor's,Married,107746,698,37947,Home,Unemployed,11,Excellent,0.363901026,250121,,lake scott,Lake Scott,FM,Kyrgyz Republic,1,2,Medium
61,M,PhD,Single,,784,42307,Auto,Unemployed,7,Poor,0.574167205,169252,4,new gregorybury,New Gregorybury,VA,Western Sahara,0,0,Medium
35,M,PhD,Widowed,105222,609,42812,Business,Unemployed,19,Fair,0.10946421,181223,2,port lisa,Port Lisa,NY,Seychelles,3,1,Medium
20,M,Bachelor's,Single,111856,755,30191,Personal,Employed,10,Good,0.40729469,215445,3,new taylor,New Taylor,ID,Sudan,1,2,Medium
46,M,Bachelor's,Single,41248,622,20510,Personal,Employed,15,Excellent,0.301994815,250520,,palmerside,Palmerside,CT,Antarctica (the territory South of 60 deg S),1,2,Low
47,Non-binary,Master's,Married,62861,779,20647,Home,Unemployed,15,Poor,0.439223162,260636,2,new alexandratown,New Alexandratown,MH,Zambia,3,0,High
44,M,High School,Single,37619,709,8078,Auto,Self-employed,16,Good,0.523000535,113862,0,myershaven,Myershaven,CO,Bahrain,2,1,Medium
65,M,High School,Single,119039,762,12311,Auto,Self-employed,3,Fair,0.233045286,203822,3,phillipsville,Phillipsville,ID,Nauru,0,0,Medium
33,F,PhD,Divorced,115153,655,22072,Home,Self-employed,18,Poor,0.284884733,117151,0,new jamieshire,New Jamieshire,OR,Belarus,1,1,Medium
30,F,Bachelor's,Divorced,89074,776,35203,Home,Self-employed,5,Fair,0.465199218,242913,4,west leahtown,West Leahtown,FL,United States of America,1,1,Low
50,M,High School,Widowed,30534,649,10116,Business,Self-employed,2,Good,0.419190044,122730,4,north nicholeborough,North Nicholeborough,KY,Nepal,1,0,Low
66,F,PhD,Married,44154,700,48252,Personal,Unemployed,4,Good,0.308480045,177849,,shafferside,Shafferside,AK,Madagascar,1,2,Low
57,F,PhD,Married,57146,764,48938,Personal,Employed,7,Fair,0.514425065,76154,3,east gabrielport,East Gabrielport,AZ,Jersey,3,2,Low
57,Non-binary,High School,Single,76005,751,40356,Home,Unemployed,7,Excellent,0.219072756,82461,,chapmanburgh,Chapmanburgh,AL,Czech Republic,3,1,Medium
55,Non-binary,Master's,Divorced,,754,16255,Auto,Employed,1,Excellent,0.180581857,155953,2,williamsmouth,Williamsmouth,MD,Georgia,1,1,High
49,Non-binary,PhD,Married,,794,8529,Business,Unemployed,12,Good,0.508426936,200962,2,chavezberg,Chavezberg,DE,Iran,1,0,Low
33,M,High School,Single,,657,20389,Auto,Self-employed,5,Good,0.440892598,189199,2,lewisshire,Lewisshire,NH,Cuba,4,2,Medium
54,Non-binary,Bachelor's,Divorced,85714,796,6398,Business,Unemployed,16,Poor,0.509194707,26050,4,karenchester,Karenchester,VT,Andorra,1,0,Low
55,Non-binary,Master's,Divorced,60160,741,28028,Business,Self-employed,6,Excellent,0.295230959,148261,4,philipview,Philipview,TX,Palestinian Territory,3,0,Low
36,Non-binary,Bachelor's,Married,39941,764,26086,Auto,Unemployed,10,Good,0.214758373,30209,4,new patrick,New Patrick,MD,Turkmenistan,0,2,Medium
28,F,Bachelor's,Married,28520,730,42579,Home,Self-employed,12,Poor,0.370217697,67623,2,ellisfurt,Ellisfurt,RI,Lithuania,4,1,Low
63,Non-binary,High School,Married,,653,42742,Home,Unemployed,13,Poor,0.15694824,158834,1,new nicole,New Nicole,SC,Haiti,0,0,Low
29,Non-binary,High School,Widowed,31646,740,47126,Personal,Unemployed,10,Poor,0.505788267,139211,0,taylorview,Taylorview,AZ,United States Minor Outlying Islands,1,2,Medium
48,Non-binary,Bachelor's,Single,79337,779,23824,Business,Self-employed,16,Excellent,0.377917644,125894,1,new lisaside,New Lisaside,IL,Burkina Faso,1,1,Medium
33,Non-binary,Bachelor's,Divorced,101662,749,21830,Business,Self-employed,8,Excellent,0.45312032,57919,,east dianaville,East Dianaville,MH,Cayman Islands,0,2,Low
35,Non-binary,Master's,Widowed,37130,690,45949,Personal,Unemployed,8,Good,0.555239276,236098,4,melindaside,Melindaside,MP,Philippines,0,1,Low
24,F,Bachelor's,Married,96591,663,6302,Auto,Self-employed,14,Good,0.547395578,60882,2,tateshire,Tateshire,MS,Comoros,1,0,High
57,M,High School,Single,34639,606,21633,Personal,Self-employed,16,Excellent,0.466037184,205158,3,finleybury,Finleybury,IN,Reunion,1,0,Low
63,M,Bachelor's,Single,68737,735,35607,Business,Unemployed,14,Fair,0.279422456,104296,0,pattersonville,Pattersonville,MI,Kuwait,4,2,Low
57,F,Bachelor's,Divorced,35802,752,25912,Auto,Employed,1,Good,0.307381324,245319,3,south jesseburgh,South Jesseburgh,DC,Cook Islands,2,0,Low
57,F,Master's,Single,,783,18103,Personal,Self-employed,8,Fair,0.159231036,109405,2,paulaport,Paulaport,FL,Eritrea,0,0,Low
51,M,PhD,Widowed,,610,17505,Business,Unemployed,10,Fair,0.212488701,288653,1,leslieland,Leslieland,CA,Congo,0,1,Low
49,Non-binary,High School,Widowed,,727,33590,Personal,Employed,2,Good,0.279189365,270927,2,mcintyreport,Mcintyreport,NC,Saudi Arabia,2,2,Low
29,F,PhD,Divorced,24930,757,10478,Auto,Employed,17,Excellent,0.460996811,274555,2,port richard,Port Richard,MS,Bahrain,4,2,Low
32,Non-binary,High School,Divorced,94975,727,39359,Personal,Employed,4,Poor,0.308013626,236398,0,zhangside,Zhangside,GA,Russian Federation,3,1,Medium
54,M,PhD,Single,43140,790,7353,Auto,Unemployed,16,Poor,0.207241824,260245,0,emilyland,Emilyland,VI,Uganda,3,2,Low
42,Non-binary,Master's,Married,38456,774,27828,Home,Employed,3,Good,0.48199286,273810,1,josephmouth,Josephmouth,NY,Brazil,0,0,Medium
43,M,High School,Widowed,103276,669,15647,Business,Employed,13,Excellent,0.344850376,191918,,west jennifer,West Jennifer,VT,Australia,2,2,Medium
65,F,PhD,Married,64296,780,15471,Home,Unemployed,5,Good,0.113945643,34436,2,west heather,West Heather,CA,Sao Tome and Principe,2,2,Low
66,M,High School,Married,,728,8905,Home,Self-employed,9,Excellent,0.263925293,176077,4,new kimberly,New Kimberly,GU,Tonga,1,2,Low
29,F,High School,Widowed,,774,33025,Business,Unemployed,5,Excellent,0.491136074,118583,3,east elizabethfurt,East Elizabethfurt,IA,Andorra,2,2,Medium
19,F,Bachelor's,Divorced,87238,634,9695,Auto,Employed,10,Fair,0.42664349,82701,4,port mary,Port Mary,PA,Liechtenstein,4,2,Medium
51,Non-binary,Master's,Divorced,,729,20195,Personal,Employed,1,Good,0.307197025,131970,1,alexandertown,Alexandertown,NE,Ireland,4,2,Low
66,M,Master's,Divorced,68469,773,46138,Business,Unemployed,14,Good,0.390963042,80427,2,port dustin,Port Dustin,WY,Ireland,2,0,Medium
39,Non-binary,Master's,Single,113137,762,7379,Auto,Unemployed,17,Excellent,0.165395176,110587,0,haydenstad,Haydenstad,NJ,Poland,4,2,Low
38,M,Bachelor's,Divorced,65858,732,24023,Auto,Self-employed,10,Good,0.244850788,166759,0,floresberg,Floresberg,MT,Palestinian Territory,0,2,High
56,M,Bachelor's,Widowed,79867,778,17426,Auto,Unemployed,5,Excellent,0.463333487,171767,4,east lindsay,East Lindsay,MP,United States Minor Outlying Islands,1,1,High
23,Non-binary,High School,Single,96514,782,41228,Personal,Unemployed,2,Poor,0.162019499,109840,,booneburgh,Booneburgh,IL,Papua New Guinea,1,1,Low
25,F,Master's,Married,110045,622,6339,Home,Unemployed,19,Fair,0.11977908,95292,1,new donna,New Donna,DC,Lao People's Democratic Republic,4,0,Low
47,F,High School,Widowed,89235,784,30060,Personal,Self-employed,0,Good,0.59314975,40558,0,lake kimberly,Lake Kimberly,CA,Australia,4,0,Medium
32,M,Bachelor's,Single,97713,648,19077,Personal,Employed,8,Good,0.273945815,111868,,new laura,New Laura,DC,Vietnam,4,2,High
55,M,Bachelor's,Widowed,40264,760,27954,Auto,Unemployed,2,Poor,0.484199351,38974,2,west alexandria,West Alexandria,PW,Japan,4,0,High
20,M,Master's,Divorced,104292,653,33561,Business,Self-employed,13,Poor,0.591627553,233714,4,south joanne,South Joanne,OK,Turkey,2,0,Low
26,M,PhD,Married,78414,670,39225,Home,Self-employed,6,Poor,0.471720362,156754,3,east leslie,East Leslie,NC,Estonia,0,0,Low
20,Non-binary,Master's,Single,72635,679,22726,Auto,Self-employed,8,Good,0.271272352,245554,2,lake william,Lake William,CO,Congo,0,0,High
18,F,PhD,Divorced,61253,622,18962,Business,Self-employed,7,Fair,0.425205806,75540,1,north shane,North Shane,NH,Fiji,2,2,High
63,M,Master's,Single,87561,681,46921,Home,Unemployed,0,Excellent,0.241363099,81263,1,new craigland,New Craigland,GU,Bolivia,2,1,Low
52,F,Bachelor's,Single,47444,698,27849,Auto,Employed,0,Poor,0.591236215,245145,0,johnsonchester,Johnsonchester,OK,San Marino,2,0,Low
50,Non-binary,Bachelor's,Single,72268,612,20641,Personal,Unemployed,5,Excellent,0.286291578,132905,3,south robertside,South Robertside,UT,Bahamas,1,2,Low
29,Non-binary,Bachelor's,Single,59097,657,19826,Business,Self-employed,6,Excellent,0.285419998,160635,2,west sheri,West Sheri,NM,Barbados,2,1,Low
45,F,PhD,Single,86561,614,18728,Business,Self-employed,13,Good,0.594247306,76890,,benjaminfurt,Benjaminfurt,LA,Wallis and Futuna,4,0,Medium
25,M,Master's,Single,100868,624,31670,Business,Self-employed,5,Excellent,0.555693169,33828,0,cheyennefort,Cheyennefort,TX,Isle of Man,1,1,Medium
44,F,Master's,Married,99045,705,32913,Home,Employed,6,Poor,0.411344247,49026,4,kaitlynmouth,Kaitlynmouth,SD,Wallis and Futuna,0,1,Low
60,Non-binary,Bachelor's,Married,36101,734,23344,Personal,Employed,2,Poor,0.32450203,38679,0,west amberberg,West Amberberg,GU,Greece,1,2,Low
45,M,PhD,Divorced,72047,671,30563,Business,Self-employed,13,Good,0.414881979,138762,2,north kyle,North Kyle,LA,Slovakia (Slovak Republic),1,1,High
46,M,Bachelor's,Divorced,114138,714,37137,Personal,Unemployed,13,Excellent,0.42477531,133588,3,campbellhaven,Campbellhaven,MH,Bhutan,4,0,Medium
32,F,High School,Single,69222,685,34893,Home,Employed,0,Good,0.234576447,33106,,new tiffany,New Tiffany,IA,Somalia,1,0,Low
18,F,PhD,Married,,626,20116,Personal,Self-employed,0,Poor,0.486814897,202857,0,east nathaniel,East Nathaniel,WA,Venezuela,3,0,High
35,F,High School,Widowed,78293,667,43881,Auto,Unemployed,5,Excellent,0.288111074,60799,1,west christinamouth,West Christinamouth,RI,Kazakhstan,4,1,Medium
62,Non-binary,PhD,Married,,735,25968,Home,Unemployed,4,Excellent,0.444786909,46996,3,lake hayley,Lake Hayley,HI,Mali,0,0,Medium
40,Non-binary,Master's,Widowed,41191,714,29290,Personal,Self-employed,17,Good,0.402498737,240499,1,west benjamin,West Benjamin,PW,Hong Kong,2,1,Low
65,Non-binary,Bachelor's,Single,58669,695,8583,Auto,Employed,4,Poor,0.581271492,131192,4,east tracy,East Tracy,AS,French Guiana,0,2,Low
63,Non-binary,High School,Single,82830,723,14917,Auto,Unemployed,2,Excellent,0.550119974,61031,,williamsfort,Williamsfort,CA,Rwanda,1,1,High
62,Non-binary,PhD,Widowed,88617,618,8600,Home,Employed,11,Fair,0.472577731,27490,1,thomasmouth,Thomasmouth,SC,Cyprus,1,2,Low
26,F,Bachelor's,Married,29832,654,43514,Personal,Unemployed,17,Excellent,0.150373046,266964,3,port jason,Port Jason,VI,Italy,3,2,Medium
45,Non-binary,Master's,Married,75919,773,25766,Home,Self-employed,13,Poor,0.298646364,40789,0,rochaville,Rochaville,HI,Greenland,1,2,Medium
23,F,PhD,Widowed,111644,765,44498,Auto,Unemployed,7,Fair,0.450573041,120935,1,lake michael,Lake Michael,DC,Somalia,4,0,Low
33,M,Bachelor's,Married,23591,701,10642,Home,Employed,16,Good,0.501704008,89781,4,suttontown,Suttontown,WI,Iceland,1,0,Low
32,F,PhD,Widowed,32326,702,48899,Personal,Unemployed,13,Good,0.35505914,263518,3,lake taylormouth,Lake Taylormouth,MD,Nigeria,4,0,Medium
58,F,High School,Married,,714,9693,Home,Self-employed,11,Fair,0.211355757,199601,,south richard,South Richard,TN,Brazil,1,0,Medium
25,M,High School,Single,27021,775,25867,Personal,Employed,5,Poor,0.127251752,280210,,kristenstad,Kristenstad,MA,Poland,2,0,Low
22,Non-binary,PhD,Married,35964,686,19105,Auto,Unemployed,6,Good,0.37625408,211243,4,julianport,Julianport,VI,Zimbabwe,0,0,Medium
32,Non-binary,PhD,Widowed,47569,681,18116,Business,Unemployed,13,Excellent,0.523581466,171249,1,new amy,New Amy,KS,Palau,0,1,Low
37,F,High School,Single,107821,750,24895,Home,Self-employed,16,Fair,0.203588816,160616,4,mclaughlinside,Mclaughlinside,NJ,Guinea,0,2,High
31,M,Bachelor's,Widowed,89585,655,27248,Business,Employed,4,Fair,0.494115319,284258,4,gregoryview,Gregoryview,CO,New Zealand,0,1,Low
33,M,Bachelor's,Married,49373,730,41274,Auto,Self-employed,3,Poor,0.193757542,190335,3,zacharymouth,Zacharymouth,AS,Bahrain,3,1,Low
58,M,Master's,Divorced,30316,773,49174,Auto,Employed,2,Poor,0.205631684,142007,3,nancyberg,Nancyberg,SC,Bouvet Island (Bouvetoya),2,1,High
49,M,Bachelor's,Widowed,99472,744,11202,Home,Unemployed,8,Good,0.255864539,62532,3,madisonton,Madisonton,DE,Belarus,2,0,Low
31,Non-binary,PhD,Single,94647,739,23735,Auto,Unemployed,2,Poor,0.251236823,201568,3,anitaport,Anitaport,RI,Greenland,4,0,Low
64,F,High School,Married,22674,762,34584,Auto,Unemployed,3,Good,0.480877147,160786,2,new kristin,New Kristin,AK,Netherlands Antilles,3,0,Low
69,M,High School,Married,57410,641,23000,Personal,Employed,9,Good,0.30569899,158348,0,north diana,North Diana,DC,Malaysia,0,2,Low
26,Non-binary,Master's,Widowed,,705,12484,Personal,Self-employed,9,Good,0.515487265,190737,1,lake ashleybury,Lake Ashleybury,MO,Malta,4,2,High
59,F,PhD,Divorced,99199,604,39629,Home,Unemployed,16,Poor,0.486234599,173263,4,new jonathan,New Jonathan,CA,Cuba,3,2,Medium
28,Non-binary,Bachelor's,Widowed,,692,40011,Auto,Employed,7,Fair,0.40442897,45425,,marthaview,Marthaview,DE,Central African Republic,4,1,Medium
24,F,PhD,Divorced,65610,629,23153,Personal,Self-employed,16,Poor,0.381560501,153014,0,beasleyshire,Beasleyshire,AL,Malawi,2,1,Low
49,Non-binary,High School,Divorced,46801,667,16342,Auto,Unemployed,2,Poor,0.366837182,169565,3,new alexischester,New Alexischester,CO,French Polynesia,1,2,Medium
63,Non-binary,Bachelor's,Married,69057,603,45839,Personal,Employed,5,Excellent,0.156345301,268410,0,russellburgh,Russellburgh,VT,Grenada,0,2,Low
46,M,Master's,Married,80796,621,20271,Auto,Self-employed,18,Poor,0.123412193,208708,3,leemouth,Leemouth,MA,Egypt,4,0,Medium
60,F,High School,Single,68115,773,28700,Personal,Self-employed,13,Excellent,0.233569798,243238,3,north janetport,North Janetport,FL,Djibouti,0,1,Low
29,F,PhD,Married,39112,738,45780,Personal,Self-employed,12,Good,0.394079051,280411,3,east troyberg,East Troyberg,GU,Hong Kong,0,0,Medium
33,Non-binary,Bachelor's,Married,100516,779,9901,Personal,Employed,10,Excellent,0.307053803,245594,4,gregorystad,Gregorystad,KS,Seychelles,3,0,Low
32,F,Bachelor's,Married,114296,798,40497,Home,Self-employed,10,Good,0.459006715,278504,3,whitetown,Whitetown,TX,Niue,4,2,High
33,F,PhD,Single,,655,16885,Personal,Employed,15,Poor,0.415608905,167978,1,zacharymouth,Zacharymouth,MP,Niger,2,1,Low
55,Non-binary,High School,Single,54370,718,36999,Auto,Self-employed,4,Poor,0.455229095,257822,2,beanhaven,Beanhaven,WV,Jordan,4,1,Low
68,M,Master's,Divorced,,741,12250,Home,Employed,13,Excellent,0.247096499,75824,3,moorestad,Moorestad,CA,Slovakia (Slovak Republic),0,0,Medium
22,Non-binary,Bachelor's,Divorced,,666,9858,Auto,Unemployed,14,Excellent,0.323370576,174091,1,patelchester,Patelchester,RI,Bermuda,4,0,Low
32,Non-binary,High School,Married,103040,769,30130,Personal,Self-employed,17,Excellent,0.500058273,287703,2,joshuaton,Joshuaton,IL,Tajikistan,2,2,Low
65,F,Bachelor's,Married,104131,742,22054,Business,Unemployed,13,Poor,0.589975211,181440,4,richardville,Richardville,UT,Saint Barthelemy,4,1,Medium
47,M,Master's,Single,,777,6628,Home,Self-employed,2,Poor,0.31115634,34205,4,west valeriestad,West Valeriestad,MO,Bhutan,2,2,Medium
46,F,Master's,Single,,735,14905,Personal,Employed,17,Excellent,0.555972545,288712,4,new matthewborough,New Matthewborough,DE,Brazil,3,2,Low
34,M,PhD,Widowed,32342,768,8943,Business,Self-employed,9,Good,0.149530651,195320,2,west monica,West Monica,MN,Thailand,1,2,Low
38,Non-binary,Bachelor's,Widowed,93836,755,10060,Personal,Self-employed,11,Excellent,0.427834644,36019,,north natalie,North Natalie,WV,Oman,4,2,High
68,F,PhD,Widowed,,654,41095,Home,Unemployed,18,Good,0.396641376,291969,2,samuelside,Samuelside,ID,China,4,1,High
30,M,PhD,Single,47190,684,29054,Personal,Employed,13,Excellent,0.234281269,245954,0,robinsonville,Robinsonville,IL,Montenegro,4,2,Low
29,F,Bachelor's,Divorced,,798,23462,Business,Unemployed,18,Fair,0.31402643,177168,,east jennifer,East Jennifer,LA,Jamaica,0,0,Low
23,F,High School,Divorced,30473,729,22754,Business,Self-employed,18,Excellent,0.193576397,250319,3,sherryside,Sherryside,ME,China,4,0,Low
40,M,High School,Single,96289,616,17663,Auto,Employed,3,Good,0.539786257,261185,1,north johnton,North Johnton,AK,United States Virgin Islands,2,2,Low
31,F,PhD,Single,30728,675,38187,Auto,Employed,17,Excellent,0.421444255,225985,0,port michaelbury,Port Michaelbury,KY,Dominican Republic,2,1,Low
34,M,PhD,Married,115211,738,31807,Auto,Self-employed,11,Good,0.340192575,168760,3,lake kyle,Lake Kyle,SC,Saint Helena,2,0,Medium
42,F,High School,Widowed,112313,648,41166,Personal,Unemployed,19,Good,0.231917747,79029,4,toddborough,Toddborough,MO,Faroe Islands,4,2,Low
58,F,High School,Divorced,34244,612,33039,Home,Self-employed,7,Good,0.425392715,213840,2,lake karen,Lake Karen,GU,Mauritius,4,1,Medium
35,Non-binary,Master's,Widowed,83172,720,22379,Home,Employed,13,Excellent,0.349282021,292505,4,new elizabeth,New Elizabeth,OH,Cocos (Keeling) Islands,2,0,Low
43,Non-binary,PhD,Single,20037,668,32347,Home,Self-employed,19,Excellent,0.30564223,53012,3,kevinshire,Kevinshire,MP,Palau,0,2,Low
40,Non-binary,High School,Single,105061,630,27837,Personal,Unemployed,6,Poor,0.379510334,49571,4,lake dalebury,Lake Dalebury,IN,Luxembourg,4,0,High
32,F,PhD,Single,41058,720,31025,Home,Employed,13,Poor,0.118062585,157532,,wiseland,Wiseland,LA,El Salvador,1,0,Medium
58,M,High School,Divorced,93740,728,46519,Auto,Self-employed,18,Good,0.473273097,150004,2,montgomeryberg,Montgomeryberg,AZ,Nigeria,4,0,Low
23,M,Master's,Single,42068,755,11069,Auto,Employed,0,Fair,0.56843205,128164,4,east kathy,East Kathy,SC,Australia,1,2,Medium
48,Non-binary,High School,Divorced,78215,790,9158,Personal,Employed,14,Excellent,0.3911232,261065,2,johnton,Johnton,ID,Gambia,0,2,Medium
47,M,Master's,Single,113298,659,44430,Personal,Self-employed,16,Poor,0.395464504,225359,,alexanderville,Alexanderville,PW,Bulgaria,1,2,High
31,M,PhD,Widowed,,604,39260,Home,Employed,8,Excellent,0.445907295,89089,,scottborough,Scottborough,GA,Philippines,0,1,High
44,Non-binary,Master's,Widowed,23055,799,38994,Business,Employed,8,Fair,0.392161583,241316,0,kellybury,Kellybury,NJ,Central African Republic,4,2,High
53,F,Bachelor's,Widowed,110177,667,10555,Auto,Unemployed,18,Poor,0.332373534,265971,,port jason,Port Jason,MD,Oman,1,1,High
44,F,Master's,Divorced,35210,787,23161,Auto,Self-employed,14,Fair,0.574265746,127249,2,new kathleen,New Kathleen,MH,Burundi,1,0,Low
64,F,PhD,Divorced,98753,778,25581,Business,Self-employed,2,Fair,0.299104829,111559,4,maddenside,Maddenside,TN,Mongolia,3,0,High
43,F,PhD,Divorced,64153,746,40629,Personal,Unemployed,7,Poor,0.257028551,84528,0,port donna,Port Donna,TN,Falkland Islands (Malvinas),3,1,Low
26,F,PhD,Divorced,81794,780,39984,Home,Self-employed,12,Poor,0.387209985,204113,1,loriville,Loriville,OR,Cape Verde,1,1,Low
69,M,Master's,Married,68296,699,36736,Personal,Unemployed,5,Poor,0.140019824,231736,2,port nancyton,Port Nancyton,VI,Guinea,4,0,High
48,Non-binary,Bachelor's,Divorced,28577,686,33918,Personal,Employed,2,Fair,0.356569772,212851,3,south timothyshire,South Timothyshire,DC,Slovenia,1,1,Medium
53,Non-binary,Bachelor's,Widowed,69884,789,16544,Business,Employed,6,Excellent,0.487275551,63818,4,ewingside,Ewingside,VI,Hungary,1,1,High
61,M,High School,Married,115533,757,27371,Personal,Self-employed,19,Fair,0.274173731,31125,0,south justinbury,South Justinbury,OH,Peru,3,0,Low
41,Non-binary,Bachelor's,Divorced,,726,34020,Personal,Self-employed,18,Excellent,0.330855324,136488,2,autumnton,Autumnton,MA,Cocos (Keeling) Islands,0,2,Low
34,Non-binary,Bachelor's,Widowed,22203,724,47646,Business,Self-employed,8,Good,0.279432603,227162,4,west tonychester,West Tonychester,VI,Congo,0,0,Low
54,M,PhD,Divorced,60739,622,34692,Home,Employed,0,Poor,0.306282782,104752,,port alexa,Port Alexa,TN,Netherlands,2,0,Medium
41,Non-binary,PhD,Widowed,69274,785,19786,Personal,Unemployed,3,Excellent,0.482289566,227973,3,perkinsside,Perkinsside,PA,Kiribati,0,2,Medium
36,Non-binary,Bachelor's,Widowed,60880,603,45723,Personal,Self-employed,18,Good,0.59443133,156599,4,andrewfurt,Andrewfurt,WI,Guyana,2,0,Low
66,F,Master's,Widowed,37875,770,17696,Personal,Unemployed,9,Poor,0.308380823,242770,,new melissa,New Melissa,DE,Kyrgyz Republic,4,0,Low
24,M,Bachelor's,Single,86988,623,31314,Auto,Employed,0,Excellent,0.177562375,162236,0,justinstad,Justinstad,KS,French Polynesia,3,0,Medium
40,F,Master's,Divorced,23543,630,17497,Personal,Unemployed,9,Excellent,0.165421865,118028,1,ochoamouth,Ochoamouth,CO,Malta,2,2,Medium
26,Non-binary,Master's,Single,48357,607,24708,Business,Unemployed,16,Excellent,0.248469439,61144,2,gaymouth,Gaymouth,DC,Cook Islands,4,1,Low
36,Non-binary,PhD,Married,94684,623,33879,Home,Employed,0,Poor,0.320849481,126499,2,robertshire,Robertshire,MD,San Marino,0,1,Low
45,F,PhD,Widowed,85792,620,47866,Business,Self-employed,0,Poor,0.495416034,121986,4,johnsonfort,Johnsonfort,OR,Kiribati,4,1,Low
67,F,Bachelor's,Married,55255,621,9360,Personal,Unemployed,19,Fair,0.319650998,191214,,changshire,Changshire,GA,Hungary,0,0,Low
20,M,Bachelor's,Married,94979,780,36210,Home,Employed,16,Excellent,0.250238863,86132,,ayalabury,Ayalabury,MO,Russian Federation,0,0,Medium
53,Non-binary,High School,Married,37882,756,20860,Home,Employed,17,Poor,0.30248893,217207,4,south stephen,South Stephen,AK,Argentina,0,0,Medium
51,M,PhD,Married,33550,674,8505,Home,Self-employed,19,Good,0.105503581,48755,,south melissabury,South Melissabury,LA,Philippines,2,1,Medium
23,M,High School,Married,94693,686,17217,Auto,Self-employed,10,Fair,0.435430471,180916,3,south johnton,South Johnton,NV,Timor-Leste,2,1,Medium
31,M,Bachelor's,Divorced,79720,786,31680,Home,Employed,13,Fair,0.538751668,227798,2,rossbury,Rossbury,MH,Lesotho,3,1,Low
30,F,Master's,Widowed,,740,46770,Home,Self-employed,14,Fair,0.445239596,261249,2,benjaminview,Benjaminview,SC,Panama,3,2,Low
69,M,Master's,Widowed,21942,762,30550,Personal,Unemployed,3,Poor,0.530832485,180992,1,stewartside,Stewartside,VI,Uzbekistan,4,2,Low
47,F,Master's,Married,52624,691,14339,Auto,Self-employed,14,Fair,0.300217741,266784,,robertland,Robertland,WA,North Macedonia,1,1,Medium
39,M,High School,Single,87806,622,13438,Business,Unemployed,15,Poor,0.136828219,250655,3,bernardfort,Bernardfort,IL,Luxembourg,3,0,Medium
57,Non-binary,Bachelor's,Widowed,113513,642,22797,Personal,Employed,6,Good,0.183973839,285316,1,south brian,South Brian,MH,Reunion,3,0,Low
52,M,PhD,Divorced,,717,8706,Auto,Employed,19,Fair,0.313138854,236277,0,north jessicachester,North Jessicachester,TX,Algeria,3,2,Low
21,Non-binary,Master's,Divorced,23323,694,9995,Personal,Employed,12,Fair,0.105967505,208104,,north rachelberg,North Rachelberg,MP,Latvia,4,1,Low
23,F,Bachelor's,Widowed,,734,47580,Business,Self-employed,5,Excellent,0.147660794,271788,1,south katherinefurt,South Katherinefurt,OK,Swaziland,0,1,Low
31,M,High School,Widowed,,734,10913,Business,Unemployed,13,Excellent,0.306699951,80892,3,west rebekahbury,West Rebekahbury,NH,Cameroon,1,2,Low
56,Non-binary,Bachelor's,Widowed,101298,705,48645,Business,Employed,6,Good,0.416064802,160944,4,south peterfort,South Peterfort,OK,Reunion,0,2,Medium
51,F,Bachelor's,Widowed,37603,772,19478,Auto,Employed,8,Poor,0.185818347,236320,4,south kenneth,South Kenneth,NH,Guadeloupe,1,1,Low
25,F,Master's,Divorced,30219,793,19412,Auto,Self-employed,11,Poor,0.304386661,145221,2,east dakotatown,East Dakotatown,LA,Tonga,4,2,Medium
